,ResponseId,Q12.6,Q12.6_corrected,city
4057,R_57oY1ctVa5u9uoN,"Some aspects in both proposals were good, so it's a shame that we couldn't select individual categories, rather than have them bundled together as a mixed package with some good and some poor details ","Some aspects in both proposals were good, so it's a shame that we couldn't select individual categories, rather than have them bundled together as a mixed package with some good and some poor details ",London
4058,R_3J9Jo7mEfbMbrRm,N.A,,London
4059,R_2ZZIHMEziWBx7Hc,I like the rent cap,I like the rent cap,London
4060,R_3s09q4SGvoobeWQ,Not enough social house. Regenerate in London for the rich to push out the poor,Not enough social housing. Regenerate in London for the rich to push out the poor,London
4061,R_vvLRAUC1tPOYfrb,Preferably a not for profit Nestor who accommodates much needed social housing ,Preferably a not-for-profit investor who accommodates much needed social housing ,London
4062,R_10ZCQ6PY2QkLUTk,"Neighbourhoods are being ruined by rich people moving in, pushing rents up, moving to get into schools, shutting down venues or pubs they don't like and overwhelming areas by their sheer numbers. Keep the rich out of London.","Neighbourhoods are being ruined by rich people moving in, pushing rents up, moving to get into schools, shutting down venues or pubs they don't like and overwhelming areas by their sheer numbers. Keep the rich out of London.",London
4063,R_2RVxkvzjv47BPCm,lower intensity choice plus rent increases,lower intensity choice plus rent increases,London
4064,R_2En206hWgkzIyyQ,"I went for mixed use developments that did not have 100% population increase, had 20% affordable housing and some sort of reasonable rent cap","I went for mixed use developments that did not have 100% population increase, had 20% affordable housing and some sort of reasonable rent cap",London
4065,R_30fbxfN7NPVX3Ko,Don't know,Don't know,London
4066,R_eqCW0X6jDCZ9qsV,"I think rent prices should be controlled. And somewhere I chosen the climate ones, because we need to protect the environment and build different buildings","I think rent prices should be controlled. And somewhere I chosen the climate ones, because we need to protect the environment and build different buildings",London
4067,R_2YKWL6Shh9d4aV2,I am totaly against any international for profits companies buying any more housing. Most of it is illegal and untaxed. I do not trust private landlords and feel that government should be the driver in building and protecting rents,I am totaly against any international for-profit companies buying any more housing. Most of it is illegal and untaxed. I do not trust private landlords and feel that government should be the driver in building and protecting rents,London
4068,R_3jcjZdr1axJWQki,Density & climate change ,Density and climate change ,London
4069,R_3kb5SnWNhsSFh3j,Tried to balance the needs for building sense of community ,Tried to balance the needs for building sense of community ,London
4070,R_1Nk57p2XomgVIka,Generally all proposals work for one reason or the other. It is better to go up than out on green / brown space,Generally all proposals work for one reason or the other. It is better to go up than out on green / brown space,London
4071,R_1PRclYqVtasrpTO,Too many people living in an area create huge chaos with parking and utility services,Too many people living in an area creates huge chaos with parking and utility services,London
4072,R_2SjePub1WCEKqxm,Climate change inclusion in proposal one,Climate change inclusion in proposal one,London
4073,R_SO6ZdXK3ZHNhGIV,,,London
4074,R_1jwBiXlH6FgYS18,More about the impact on the area as a whole,More about the impact on the area as a whole,London
4075,R_2fwVbAQF5buaOK8,I think mixed housing increases diversity within an area,I think mixed housing increases diversity within an area,London
4076,R_2Yhyv3hsxDCrh2b,"don't believe large population increases in my area would be good , as road are already overcrowded.","don't believe large population increases in my area would be good, as roads are already overcrowded.",London
4077,R_2aVu0Hq4qODaf7Y,Too many people ,Too many people ,London
4078,R_2aQSity9NN8102n,,,London
4079,R_3ee4kHAoRkuAYMv,,,London
4080,R_2oivf8KpfNwBGEx,"Lower densification figures, although not happy with any increase in densification","Lower densification figures, although not happy with any increase in densification",London
4081,R_zeRaQR7wzG3EtPP,don't no,,London
4082,R_uxOqLSLBnLWbrm9,My opinion,My opinion,London
4083,R_1r2eaONyalw2Fbh,I feel that commitment to aid climate chnahe is really important ,I feel that commitment to aid climate change is really important ,London
4084,R_21ptjN6CXhQx7L2,"I'm against investment, particularly foreign, profiting from housing","I'm against investment, particularly foreign, profiting from housing",London
4085,R_1LLs9UthxnwJrUd,,,London
4086,R_2q1r4KpH1NBMQme,"I am generally in favour of modest, rather than high-intensity, development. More housing is needed in many areas especially for key workers","I am generally in favour of modest, rather than high-intensity, development. More housing is needed in many areas especially for key workers",London
4087,R_1OvhJcbX7ObTfSg, A good suggestion I don't think is wrong when you cough,,London
4088,R_25uepVsywlARKru,No need for new building in Kingston while approx 30% of retail space is vacant..,No need for new building in Kingston while approx 30% of retail space is vacant.,London
4089,R_3nqrJ0RY3xwrhXz,I live next to a large Royal Park and wouldn't like to see too much new building going on but there are a few places that have a little extra land that could be built on to compliment the area ,I live next to a large Royal Park and wouldn't like to see too much new building going on but there are a few places that have a little extra land that could be built on to compliment the area ,London
4090,R_22FfsBHsSpQ4OMd,Population density in Enfield is already too high.,Population density in Enfield is already too high.,London
4091,R_1ooKxHTItHbbaX9,Rent caps and climate neutral ,Rent caps and climate neutral ,London
4092,R_3R1QCk1Ptu8CPHZ,Too much of population increase,Too much of population increase,London
4093,R_1k1D8RePGGz9JO9,better for the people,better for the people,London
4094,R_1H614Ev2j9bOCUd,The lack of ecological specifications was a real problem for me in some proposals.,The lack of ecological specifications was a real problem for me in some proposals.,London
4095,R_XomqghXumbmPFRf,over population,overpopulation,London
4096,R_C1PA7Vz2hMElwMV,I was against building densification in general.,I was against building densification in general.,London
4097,R_3pstFmHYfGqdLFU,Considered most important criteria for myself,Considered most important criteria for myself,London
4098,R_2veOJHmKiMDOJi1,"Important factors are affordable housing, public involvement in whole project, not for profit contractor","Important factors are affordable housing, public involvement in whole project, not-for-profit contractor",London
4099,R_1rCYdxxwmcGB3aC,the one that side is the same as a black man who has a white white vision and a white white one with green brown green orange ,,London
4100,R_2VsX11NuIh3z7FZ,Proposal 1 seems fairer,Proposal 1 seems fairer,London
4101,R_3rIfSyMnVxg1JsQ,"I believe that most proposal 1 would be best for my community and increase the populations diversity, age and more","I believe that most proposal 1 would be best for my community and increase the populations diversity, age and more",London
4102,R_bw2QvwjXeNI6i77,,,London
4103,R_vAp0t4UioPLWSZj,I like the idea of a Capitalist type investment so those are the type of proposals I like,I like the idea of a capitalist type investment so those are the type of proposals I like,London
4104,R_30hMyZ4BlL6BVQU,The term and condition are generally accepted,The term and condition are generally accepted,London
4105,R_1Q6GtJA3bLSldtn,Building more accommodation just increases the already overpopulated community that I live in.,Building more accommodation just increases the already overpopulated community that I live in.,London
4106,R_3qIFujjJgbLfPK2,,,London
4107,R_27PEvp9vPkVzs3M,Best fit for me ,Best fit for me ,London
4108,R_2CNQOr1OTCEwv5C,I think density is already too high ,I think density is already too high ,London
4109,R_2eQFmhpi17eMZjr,,,London
4110,R_9YoagUu8mRFpFWp,"Already over built. Change building usage, don't build more.","Already over-built. Change building usage, don't build more.",London
4111,R_ptLrfMkR2ba641j,"Whilst I don't mind increases in density in principle. I think a 50% increase is too much forr the areas amenities. Also, a rent cap of 10% per year is clearly too high.","Whilst I don't mind increases in density in principle. I think a 50% increase is too much for the area amenities. Also, a rent cap of 10% per year is clearly too high.",London
